# sample noise bias chi2_TATT chi2_NLA bayes_fac bayes_fac_err
2.100000000000000000e+01 8.100000000000000000e+01 2.154999999999999805e+00 2.385458074686603140e+02 1.056033807468660598e+03 5.515887595485676585e-184 5.515887595485676585e-184
2.100000000000000000e+01 8.200000000000000000e+01 1.899059999999999970e+00 1.902458074686610416e+02 1.035381807468660554e+03 5.469258992925372690e-190 5.469258992925372690e-190
2.100000000000000000e+01 8.300000000000000000e+01 1.137999999999999949e-02 1.957458074686610416e+02 9.618178074686602486e+02 8.062281321877961997e-173 8.062281321877961997e-173
2.100000000000000000e+01 8.400000000000000000e+01 2.480440000000000200e+00 2.135698074686606560e+02 1.050657807468660394e+03 3.058647894578690539e-188 3.058647894578690539e-188
2.100000000000000000e+01 8.500000000000000000e+01 3.369749999999999801e+00 2.283858074686604596e+02 1.058933807468660234e+03 8.047712268582421533e-187 8.047712268582421533e-187
2.100000000000000000e+01 8.600000000000000000e+01 2.722750000000000004e+00 2.372338074686604159e+02 1.087739807468660729e+03 3.731193787723200530e-191 3.731193787723200530e-191
2.100000000000000000e+01 8.700000000000000000e+01 3.293250000000000011e+00 2.241518074686609907e+02 1.082477807468661013e+03 7.477499306422648512e-193 7.477499306422648512e-193
2.100000000000000000e+01 8.800000000000000000e+01 1.482629999999999892e+00 2.157738074686603795e+02 9.748438074686609980e+02 2.672532094192692246e-171 2.672532094192692246e-171
2.100000000000000000e+01 8.900000000000000000e+01 2.394559999999999800e+00 1.871718074686605178e+02 9.852158074686603868e+02 9.200816313474166451e-180 9.200816313474166451e-180
2.100000000000000000e+01 9.000000000000000000e+01 2.456500000000000128e+00 2.267738074686603795e+02 1.009569807468660656e+03 1.883161169464038840e-176 1.883161169464038840e-176
2.100000000000000000e+01 9.100000000000000000e+01 1.217500000000000027e+00 1.994318074686607360e+02 9.777418074686602267e+02 1.774230388349437846e-175 1.774230388349437846e-175
2.100000000000000000e+01 9.200000000000000000e+01 6.973799999999999999e-01 2.199998074686609471e+02 9.955938074686609980e+02 6.898932882093535997e-175 6.898932882093535997e-175
2.100000000000000000e+01 9.300000000000000000e+01 5.294400000000000217e-01 2.452538074686608525e+02 1.043637807468660867e+03 7.762405007643633931e-180 7.762405007643633931e-180
2.100000000000000000e+01 9.400000000000000000e+01 1.185189999999999966e+00 2.155578074686609398e+02 1.013745807468661042e+03 8.561643846370475924e-180 8.561643846370475924e-180
2.100000000000000000e+01 9.500000000000000000e+01 1.925939999999999985e+00 2.064978074686605396e+02 9.705178074686609762e+02 2.249282926059092891e-172 2.249282926059092891e-172
2.100000000000000000e+01 9.600000000000000000e+01 1.689999999999999947e+00 2.353778074686606487e+02 1.085947807468660358e+03 3.613685742424022650e-191 3.613685742424022650e-191
2.100000000000000000e+01 9.700000000000000000e+01 8.451899999999999968e-01 2.323558074686607142e+02 1.208407807468660394e+03 2.041175247355288231e-218 2.041175247355288231e-218
2.100000000000000000e+01 9.800000000000000000e+01 1.967000000000000082e+00 2.587878074686605032e+02 9.666318074686605542e+02 3.552282483439850368e-160 3.552282483439850368e-160
2.100000000000000000e+01 9.900000000000000000e+01 3.081879999999999953e+00 2.113798074686601467e+02 9.590158074686605687e+02 8.124272509456360144e-169 8.124272509456360144e-169
